"Professor","Quality","Difficulty","Class","Comments","Positve Sentiment Score","Label","","","","","","","","","","","","","","","","","","","","","",""
"Oates, Tim","5.0","3.0","CMSC341","Data Structures is tough. Dr. Oates is clear, easygoing and a lenient grader.","0.586557626816474","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Park, John","5.0","2.0","CMSC313","Park is the best CS professor I have had at UMBC. He is passionate about Computer Science, very knowledgeable in the subject, and is able to clearly articulate complex concepts in an intuitive and digestible format. Homework and project instructions are very clear, and exams follow the study guide. I would take every CS course with him if I could.","0.664489963802101","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Park, John","4.5","2.0","CMSC421","Professor Park is amazing. His lectures are helpful and easy to follow. Projects are extremely difficult but you're given ample time. He will help if you go to him to ask questions. Don't expect to get any grades back but grading will be fair.","0.714298845385107","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Park, John","4.5","3.0","CMSC202","Don't expect to get grades back. Don't expect him to return e-mails. Expect to get the grade you earned. His lecture notes only make sense IF YOU GO TO LECTURE!! Very helpful; he stayed after class multiple times to help me with things I was confused on. Projects are well written. If you want to learn, TAKE THIS GUY!","0.293034811277805","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Park, John","5.0","4.0","CMSC202","I took this course the first semester they returned back to C++, originally taken it in Java and had many problems with that professor. John is an excellent professor he will VERY often answer a question with ""it depends"", with very good reason because he is extremely smart and knows a lot about his field. Don't expect to get grades back on time!","0.726324791033749","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Park, John","3.5","1.0","CMSC202","We just switched over to c++ and it takes months to get the first project grade back, some of his files he provides has errors in them and he will say a project comes out friday and then comes out days later so he has to extend the deadline. If you like seeing your grades right when you finish a project don't take this class.","0.561552378238751","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Raouf, Sa'Ad","4.0","2.0","CMSC202","He is a teacher that wants to be fair to those that put in the effort to do well in the class. I recommend him.","0.338842678765677","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Raouf, Sa'Ad","2.0","3.0","CMSC202","a lot of people are saying that he is a great teacher and thats why i took the class with him....hes only helpful to the people who he knows by name, the people who sit in the front... if you dont sit in the front and participate in class... hes not exactly the nicest guy... he repeats himself entire way too much... take it with Wortman","0.392592469525807","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Raouf, Sa'Ad","3.5","2.0","CMSC202","Found him funny and teaches pretty well. However, don't try to get with him after class. Almost always cancels office hours, and trying to work things out with him, found communication difficult and tiresome.","0.291486534336427","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Shariati, Ben","4.0","1.0","CYBR620","A good professor and would recommend him for any class he teaches.","0.635210209783425","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Shariati, Ben","1.5","3.0","CYBR620","Effectively dealt with slackers in my group. I wouldn't say he's terrible. Pleasant guy and tries to help, but unfortunately his English hinders him from being an effective educator. He was not able to communicate requirements clearly and failed t clarify whn asked by students. His answer key contradicted his slides and textbook. I ended up with A-","0.165759997183948","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Slaughter, Gymama","1.0","5.0","CMPE212","She expects you to dedicate all your time to ONLY her class. We were forced to do our final project demo on the ""Finals study day"", labs would run 2+ hours over allotted time sometimes. she can teach very well, but is VERY UNFAIR in regards to workload. Going into the final, only 2 students had Cs, after the final, more than half the class failed.","0.323549981613882","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Slaughter, Gymama","1.0","4.0","CMSC313","She is confusing and cannot teach. I would not recommend her to anyone that wants to learn (or learn assembly before taking this class).","0.284771854705552","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Slaughter, Gymama","2.5","5.0","CMSC313","Most unorganized unclear professor","0.526177907678657","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Slaughter, Gymama","1.5","4.0","CMPE212","Her expectations are unclear and exam questions are vague. Average on first exam was a 59%. Refused to curve or go back over the material. Avoid if possible.","0.401291117957928","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Slaughter, Gymama","3.0","5.0","CMPE310","I you want to pass 310 do not take this class with this professor, though she is very helpful and approachable the class is extremely demanding. She gives biweekly quizzes and they are exams.","0.387617638652625","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Squire, Jon","3.0","3.0","CMSC313","Nice old guy, really smart. Unfortunately, he can't teach. At all. He is very helpful on his projects. If you go to him for help don't be surprised if he basically finished it for you. He also might not help you at all (rarity, but happens). If you want a grade, take this guy. If you want to learn, avoid at all costs.","0.225483820899822","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Squire, Jon","4.5","1.0","CSMC455","I took Numerical Computations with him. The class is super easy- 3 quizzes that are open notes (and he gives a study guide with all the answers), 6 homeworks that he practically does for you, and one project that isn't much harder. His lectures are well organized and he has code samples in a ton of programming languages. Very nice guy.","0.691073645751672","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Squire, Jon","1.5","2.0","CMSC345","Assignments were easy overall. However, at the end of the semester, he changed his grade breakdown from what the syllabus originally said. His grading was really inconsistent and many students received grades lower than they actually earned. I would avoid this professor for this class.","0.38308458316959","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Squire, Jon","4.5","1.0","CMSC411","Dr. Squire's Hardware Course is pretty simple and straight forward. He does everything he can to help you pass the course.","0.604472706465775","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Squire, Jon","2.0","4.0","CMSC411","Notes/lectures on the website. HW and projects get progressively harder. HW eventually strays away from the notes, so it gets frustrating to find answers. Can be rude on random days. Exams are multiple choice. Just study off the past exams he gives. Curve is dependent on how smart the top 1/3 are as 1/3 gets A. No guidance on Proj after part 1.","0.204672138399833","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Squire, Jon","3.0","1.0","CMSC411","Tries to make things easy, material is difficult at times. Uses poor wording on assignments. Class has a 5-part project: the first 3 are fill-in-the-blank, the last 2 require some knowledge/thought. He refuses to help on the last 2 portions but will give the answer to the first 3. Math-based, multiple choice exams with approximated answers.","0.262138337111977","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Squire, Jon","5.0","1.0","CMSC411","I highly recommend Professor Squire for anything you can take with him. He goes over exactly what he expects you to know for every assignment and is extremely helpful in office hours. He even tells you straight up that the tests are made to be easy.","0.559525531389889","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Squire, Jon","5.0","1.0","CMSC411","take him !!!! U shud wait untill he teaches coz its the easiest cmsc class u evr take... Imagine a class easier than CMSC 201. Thats what it like.. HE gives out his questions before both exams so all u gotta do is memorize them.","0.666610616450635","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Vick, Shon","1.5","4.0","CMSC432","Unfortunately the majority of the previous comments are true but they do leave out some things I personally encountered. In addition to being poor in teaching and class organization, he blatantly lied about how a project would be graded. Later, he changed how the grades would be weighted in the course. Best to avoid, adivse others to do same","0.321002915890763","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Vick, Shon","2.0","3.0","CMSC331","Ah fun times with Vick. So I had to repeat this God aweful class, took him the first time only person available the second. Fun Times. :P. I oounted a total of 6 graded materials. Midterm and Final are takehome, prepare to be amazed at how hard something you have all week to do is","0.33023087706347","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Vick, Shon","3.0","3.0","CMSC331","It's very difficult to adjust to his teaching style, but once you do, you will realize that the course is easy. Do NOT rely on lectures alone. The only reason I got an A was because I met with a group and we studied together 2x / week. Lectures are useless, but grades are curved off of the highest grade. Take home exams. Put time into them!!","0.234470170751812","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Vick, Shon","1.0","4.0","CMSC331","Avoid this teacher at all costs. He is almost always late to class. He &quot;scolded&quot; us for leaving early once because he was over 20 minutes late. Wikipedia explains the covered topics better then he does. His exams will always have material he expects you to &quot;find&quot; and &quot;learn&quot; on your own. By far the worst professor I've had at UMBC.","0.345928562675301","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Yesha, Yaacov","1.5","3.0","CMSC691","HE CAN'T TEACH.HE DOES EVEN DO EYE CONTACT. NOBODY LISTENS IN HIS CLASS. HE TALKS SO SLOW...SPENDS 40MINS ON ONE SLIDE.","0.237229944587236","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Yesha, Yaacov","1.0","5.0","CMSC203","If Rain Man were a teacher, his name would be Yaakov Yesha. I had maintained a 4.0 GPA through 6 semesters prior to my ill fated experience with &quot;Rain Man&quot;. His communication skills are non-existent. I believe he is extremely intelligent, but he is lost inside his own mind. At times, he seems oblivious to the fact that he is in front of people.","0.257819530091349","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Artola, Paul","3.5","3.0","CMSC203","He's a cool guy. I think that he's hot, but I like the shape of penguins and ellipses.","0.690633448050894","pos","","","","","","","","","","","","","","","","","","","","","",""
"Artola, Paul","3.0","3.0","CMSC203","Has an evil twin that he calls the ?GRADER? (cough cough). If your answers aren't a verbatim copy of his - you'll lose massive pts - even if right. As anyone who has practiced mathematics knows, there is more than one way to the correct answer. But, in this class, there is only one... Otherwise, he is relatively nice. Curve is non-existant.","0.692757569238769","pos","","","","","","","","","","","","","","","","","","","","","",""
"Artola, Paul","4.5","3.0","CMSC202","Good prof,knows wht hes talkin abt and teaching,class is a bit mundane and sometimes hard to stay awake so factor that in,grade based on 3 in classes,4hws,2tests,participation,and final exam.but 2 tests and final worth 300 out of 400 points.100% on other assignments completed.Tests since '93 available online,easy to get points,good curve","0.608521397296753","pos","","","","","","","","","","","","","","","","","","","","","",""
"Artola, Paul","4.5","2.0","CMSC203","Very easy teacher. Helps out whenever you need it. Tests are somewhat difficult, but are very passable, if you pay attention.","0.726143554898832","pos","","","","","","","","","","","","","","","","","","","","","",""
"Artola, Paul","4.0","4.0","CMSC203","Not a great professor by any means, but he is the best to take for 203.","0.809211779558693","pos","","","","","","","","","","","","","","","","","","","","","",""
"Bergeron, Ryan","4.5","3.0","CMSC202","Excellent professor. The class is a lot different from 201 - you really have to work to understand the material. He's an excellent lecturer - I learned a TON in his class. The projects were hard, but fun. He's pretty approachable too (especially if you start talking sports with him haha). Definitely recommended.","0.700968862773052","pos","","","","","","","","","","","","","","","","","","","","","",""
"Bergeron, Ryan","5.0","1.0","CMSC202","Great teacher.","0.737870133457537","pos","","","","","","","","","","","","","","","","","","","","","",""
"Bergeron, Ryan","4.0","2.0","CMSC202","Pretty funny and engaging. Also very personable. Sometimes explains concepts in a weird way. Enforces object oriented programming heavily in this course. The labs and projects are easy, but the exams are a bit different from CMSC 201. Picks on random students who don't look like they are paying attention during lecture.","0.608602926966248","pos","","","","","","","","","","","","","","","","","","","","","",""
"Bergeron, Ryan","4.5","2.0","CMSC202","He's definitely the best Computer Science professor I've had. The projects can be really hard if you're new to computer science, but truly make you think hard about design choices. Attendance isn't &quot;mandatory&quot;, but if you want to do well, attend lectures. Besides, they are often fun to listen to. Feel free to go to his office hours, he's friendly.","0.519489070826977","pos","","","","","","","","","","","","","","","","","","","","","",""
"Bergeron, Ryan","4.0","3.0","CMSC202","He's very friendly and approachable, and likes to chat with students before class. He occasionally can become confusing when he starts teaching more to the sector who programs frequently in their free time. I liked him enough to take 341H with him, though, so overall he's pretty good.","0.644025139079921","pos","","","","","","","","","","","","","","","","","","","","","",""
"Block, Dawn","5.0","2.0","CMSC201","Having had her for 104 and 201, I will say that if you don't get to have a class with her you are missing out. Just an all around great prof.","0.586903375306009","pos","","","","","","","","","","","","","","","","","","","","","",""
"Block, Dawn","4.5","2.0","CMSC104","One of the best teachers at UMBC. Quite funny and brings candy to class once in a while. She's young and always smiling so you can associate with her easily. If you haven't taken programming before, she should be your pick! Also for CMSC 201!","0.922050177756631","pos","","","","","","","","","","","","","","","","","","","","","",""
"Block, Dawn","4.5","2.0","CMSC201","Clear lectures, posts the slides. Available for questions via email anytime. What more could you want&#63;","0.784904818040599","pos","","","","","","","","","","","","","","","","","","","","","",""
"Block, Dawn","5.0","2.0","CMSC201","Amazing, one of the best teachers I've had my freshman year","0.83391110189299","pos","","","","","","","","","","","","","","","","","","","","","",""
"Block, Dawn","5.0","2.0","CMSC104","She is one the most helpful and passionate teachers I've ever had. She not only is willing to help you succeed in her class, she will also help you outside of class with advising type issues.","0.756162005857689","pos","","","","","","","","","","","","","","","","","","","","","",""
"Block, Dawn","4.5","2.0","CMSC104","Great teacher, very clear and helpful. tests are not that hard, really easy if you study. computer programs are time consuming. great class to see if you want to major in computer science","0.683722709413782","pos","","","","","","","","","","","","","","","","","","","","","",""
"Block, Dawn","5.0","3.0","CMSC201","One of the best professors i've had at UMBC. Def worth taking a class with her! Midterm & final is fairly easy if you complete the study questions she gives out a week prior to the exam. Very helpful, funny, friendly & makes the course much more interesting than it really is. Brings in candy on exam days; this semester, she even brought ice cream:)","0.791802496317643","pos","","","","","","","","","","","","","","","","","","","","","",""
"Block, Dawn","5.0","1.0","CMSC201","Ms. Block is great. i have nothing but respect for her. I have her as both my teacher and advisor for the last year and she's extremely helpful. She's a very happy person (smiles all the time). she will always help you with your code and everything and clear on what each project is suppose to do. you should def. take her. my fav. teacher ever.","0.87933326359448","pos","","","","","","","","","","","","","","","","","","","","","",""
"Block, Dawn","5.0","1.0","CMSC201","Awesome teacher, very helpful, and very clear in lecture.","0.746412737178756","pos","","","","","","","","","","","","","","","","","","","","","",""
"Block, Dawn","5.0","1.0","CMSC201","The best teacher Ive had. Discussion is mandatory, but helpful if you dont have much programming experience. I also had her for 104 and she is a very good teacher and makes an effort to learn everyones name. Shes even starting to sway me in CMSC minoring.","0.847749642902173","pos","","","","","","","","","","","","","","","","","","","","","",""
"Chang, Richard","4.0","3.0","CMSC202","If ur used to programming, A is attainable with some effort. The 5 hmwrk assignments (writing large programs) are the time consuming part of the course. Lectures sometimes entertaining, usually boring. If do labs & homework, studying for exams should be simple. Just review lecture notes posted online. Nice, accommodating, flexible, cares abt stdnts","0.56143847023637","pos","","","","","","","","","","","","","","","","","","","","","",""
"Chang, Richard","4.0","3.0","CMSC202","202 is a hard class, and he doesn't do much to ease you into coding in C++, but he explains the important stuff pretty clearly. The projects are tough, but he answers questions in class if you have any. Exams are pretty typical, but it's hard to study for them. He's great about returning emails and is generally very helpful.","0.631382797911937","pos","","","","","","","","","","","","","","","","","","","","","",""
"Chang, Richard","5.0","4.0","CMSC341","Best CS professor I've had to date. For programming assignments, his write ups were incredibly well written. Though sometimes difficult, projects and homeworks are super valuable. Oh, and he's hilarious. If you want an easy A, avoid him. (Else) If you want to struggle, and learn a ton along the way, Chang's the real deal.","0.695066431837342","pos","","","","","","","","","","","","","","","","","","","","","",""
"Chang, Richard","5.0","2.0","CMSC313","CMSC 313 with Dr. Chang has been my favorite course at UMBC so far. I may be alone in this, but I LOVE assembly language programming. Dr. Chang is a great professor and is extremely knowledgeable. The course is quite easy if you start the projects early in the week.","0.59028257996763","pos","","","","","","","","","","","","","","","","","","","","","",""
"Chang, Richard","4.5","3.0","CMSC313","Great professor; made the lectures fun and understandable. Gave a 3 for easiness only because he had a program due every week; hard programs. Not a good class to take if you're taking a full-time schedule of courses and working at the same time. Hard to keep up if you miss classes, so even though attendance isn't mandatory, going is a good idea.","0.670139805855174","pos","","","","","","","","","","","","","","","","","","","","","",""
"Chang, Richard","4.0","1.0","CMSC104","I really enjoyed this class. The programs we had to write were interesting and a nice challenge. He allows you to finish classwork outside of class if you have to. If you actually pay attention in the beginning of class instead of catching up on work, you'll probably do fine.","0.71824128305158","pos","","","","","","","","","","","","","","","","","","","","","",""
"Chang, Richard","4.5","1.0","CMSC203","Hands down the best teacher I've had at UMBC. Always in a good mood, and actually cares about his students.","0.853985091023795","pos","","","","","","","","","","","","","","","","","","","","","",""
"Chang, Richard","5.0","1.0","CMSC203","Chang is by far the best professor I've ever had. He's incredibly intelligent but also knows how to dumb things down for the rest of us. Very straightforward in what he expects, and tests and quizzes look exactly like what goes on in class and on the homework. If you can take 203 with him, do it. He's far better than anyone else who teaches it","0.532625346689584","pos","","","","","","","","","","","","","","","","","","","","","",""
"Chang, Richard","5.0","3.0","CMSC203","This is a difficult class just because of the introduction of new mathematical concepts but I think that Dr. Chang does a really good job of explaining them. Lectures were very helpful. He's a pretty funny guy too, in a nerdy way.","0.692414624808499","pos","","","","","","","","","","","","","","","","","","","","","",""
"Chang, Richard","5.0","3.0","CMSC641","He is an extremely nice guy. A very fair grader. His quizes are more like brain teasers than typical plug and chug questions of other teachers, but he gives plenty of partial credit. Basically, if you put in a reasonable amount of effort you should not fail his class.","0.633005501327742","pos","","","","","","","","","","","","","","","","","","","","","",""
"Chettri, Samir","2.5","5.0","CMSC421","Learned a lot from his lectures, even if he rambles on tangents. Brilliant man. Buck stops there though. Often condescending when answering Q's. Worthless with project help: his canned reply is to read the instructions. As 5/31/08 review said though, his instructions/rubrics are a mess of holes and contradictions. If you take him, you'll see. lol.","0.531044492544857","pos","","","","","","","","","","","","","","","","","","","","","",""
"Chettri, Samir","4.0","4.0","CMSC421","Very good at explaining things. Always willing to go over things again if your lost. Answers any question you might have. Easy to talk to about what bothers you about the class (we spent one entire class talking about how hard the midterm was).Teaches the material very well. I learned a lot with him. Exams/projects are hard but grading is lenient.","0.501484768398965","pos","","","","","","","","","","","","","","","","","","","","","",""
"Choa, Fow-Sen","4.5","1.0","CMPE321","the most interesting class","0.60862596193081","pos","","","","","","","","","","","","","","","","","","","","","",""
"Choa, Fow-Sen","4.5","1.0","CMPE321","nice person","0.636611830537673","pos","","","","","","","","","","","","","","","","","","","","","",""
"Evans, Sue","5.0","1.0","CMSC201","Great professor. Extremely helpful and approachable. Her demo of binary search is great, so is her demo with using floating point numbers for equality comparison. Definitely helped increase my interest and understanding of computer science. A good part of CMSC 201 homework and project grades involve following standards, so be sure to follow them.","0.727732479575028","pos","","","","","","","","","","","","","","","","","","","","","",""
"Evans, Sue","3.5","2.0","CMSC201","Easy for experienced programmers up until the midterm, then it gets more interesting. Labs are great and very helpful. Ms. Evans is very skilled at python, she zips through the examples. Everything from slides. Very sweet professor, slightly boring lecture, but good at explaining concepts.","0.533959429316694","pos","","","","","","","","","","","","","","","","","","","","","",""
"Evans, Sue","5.0","1.0","CMSC201","Did a very good job at making this a class that does not make neither new programmers nor experienced programmers feel excluded. Understand the practice exam and you'll do fine on midterm/final. Programs due once a week. Labs very helpful with homework","0.600054759336883","pos","","","","","","","","","","","","","","","","","","","","","",""
"Evans, Sue","4.5","5.0","CMSC201","201 can be a pretty challenging class. Mrs. Evans does her best to explain things but somethings can only be learned by doing them. Class attendance is not mandatory, but I would certainly say that class attendance and good grades have a very strong relationship in 201. Never forget printGreeting() and always use constants!","0.680851455866032","pos","","","","","","","","","","","","","","","","","","","","","",""
"Evans, Sue","4.5","1.0","CMSC201","Great teacher. The lectures were straightforward and on powerpoint type things for later usage. You could pretty much not go to class, though, like the majority did. Labs are easy. Final project is a bit complicated compared to the rest of the course, but the assignments and other projects were very easy. Highly recommended.","0.72439843827276","pos","","","","","","","","","","","","","","","","","","","","","",""
"Evans, Sue","5.0","1.0","CMSC201","Excellent instructor. Material present in a way that is easy to understand, and it's easy to remain engaged. Very accessible to speak with and helpful if you have a problem. Would recommend any class that she teaches.","0.761574665776955","pos","","","","","","","","","","","","","","","","","","","","","",""
"Evans, Sue","5.0","1.0","CMSC104","This class is pretty darn easy and not very time-consuming, provided you pay attention in class (especially when she's talking about the projects)/read the lecture notes. Evans is a good lecturer and she's good with questions.","0.672739511284769","pos","","","","","","","","","","","","","","","","","","","","","",""
"Evans, Sue","5.0","3.0","CMSC201","One of the best teachers here, no doubt. She fired back up my passion for computer science and was perfectly helpful in every way.","0.601141286957116","pos","","","","","","","","","","","","","","","","","","","","","",""
"Frey, Dennis","5.0","3.0","CMSC313","One of the best UMBC professors at UMBC. Assembly looked hard and scarey and he made me understand it. Can be hard, but it's because the material is hard. Study hard and you'll do well. I recommend this teacher.","0.536785305535625","pos","","","","","","","","","","","","","","","","","","","","","",""
"Frey, Dennis","3.5","4.0","CMSC341","Explains things very clearly in lecture. You will learn a lot if you apply yourself dilligently, but your grade will not show this -&gt; his tests are very tricky and usually pushed me to the time limit. Busted my butt in the class but only wound up with a B. Projects are pretty difficult and if you go to office hours he kind of makes you feel dumb","0.624646767428474","pos","","","","","","","","","","","","","","","","","","","","","",""
"Frey, Dennis","5.0","4.0","CMSC341","Frey has some magical ability to explain anything to anyone in a way they can understand. Tests are difficult, though not unreasonable. If you study hard, then you will learn a lot from him and probably get a good grade.","0.557304696576205","pos","","","","","","","","","","","","","","","","","","","","","",""
"Frey, Dennis","5.0","3.0","CMSC313","Knows his stuff and explains it well. Grades fairly.","0.560708286804807","pos","","","","","","","","","","","","","","","","","","","","","",""
"Frey, Dennis","5.0","3.0","CMSC341","Very good teacher, one of the best at UMBC. Was very helpful, the tests are alittle hard but other than that I loved the class.","0.861060139083093","pos","","","","","","","","","","","","","","","","","","","","","",""
"Frey, Dennis","4.5","4.0","CMSC341","Very good at explaining material. Usually helpful with projects if you go see him. DO NOT TRUST THE TA's. They notoriously gave incorrect information to many students. This course is hard just because his tests are a bit difficult. Also the TA's dont take the time to grade projects with integrity. Work hard and go to office hours. U'll b grea","0.564296921956334","pos","","","","","","","","","","","","","","","","","","","","","",""
"Frey, Dennis","4.5","4.0","CMSC313","Frey made assembly really interesting and accessible. He's hilarious and always really clear on what you need to be learning. The projects, though not unique to this school, are fascinating, challenging, and rewarding. Frey also really prepared us well in this course for the operating systems course!","0.875235122371764","pos","","","","","","","","","","","","","","","","","","","","","",""
"Frey, Dennis","4.5","4.0","CMSC341","Mr. Frey is definitely one of the best teachers I have ever had. He has a good sense of humor and he is is friendly and approachable, yet he commands respect. He obviously knows his material and he explains it very clearly. I recommend him to all my CMSC/CMPE friends.","0.829929815950009","pos","","","","","","","","","","","","","","","","","","","","","",""
"Frey, Dennis","3.5","3.0","CMSC313","Very friendly and approachable. This semester's course was a pilot so he wasn't accurate on all the information (esp. hardware architecture), but was more than willing to be corrected. Has a tendency to mix up terms when he's lecturing but is a good teacher nonetheless.","0.541540734786037","pos","","","","","","","","","","","","","","","","","","","","","",""
"Frey, Dennis","5.0","2.0","CMSC202","I dont know what those two lames below me are talking about but Frey is one of the best teachers ive had so far..taking this class with him is a no brainer...he knows almost everything, can help with projects cuz he makes them, and hes approachable...the only reason you dont take it with him is if the class is full..def. recommended for Majors","0.530114799235066","pos","","","","","","","","","","","","","","","","","","","","","",""
"Green, Frank","3.0","5.0","IS450","There are about 8-10 pop quizzes per semester. My best advice is to read the chapters ahead of class time. Follow the guidelines in the syllabus for submitting HW (he is picky about copy & paste vs. attachments). Attend class so that you do not miss details on Exams. Exams are very difficult. The final grading criteria is slightly curved.","0.583097430806651","pos","","","","","","","","","","","","","","","","","","","","","",""
"Green, Frank","1.5","5.0","IS450","Do NOT recommend! It is a fast pace course with a lot of material to cover. You only learn if you read the book before class, he gives pop quizzes. Chapters & slides are about 100pgs. Lost points on hw because of format (bullets not sentences) but was unaware as they were graded after all were completed & quizzes had very tricky questions.","0.543111369872629","pos","","","","","","","","","","","","","","","","","","","","","",""
"Green, Frank","2.5","2.0","CMSC481","Easy class, hard exams. He's a nice guy though. Make sure you participate every day to get your full participation points. Easy B, but you'll have to decipher the [sometimes] confusing wording of his exams to get an A.","0.734980921436568","pos","","","","","","","","","","","","","","","","","","","","","",""
"Green, Frank","4.0","1.0","CMSC481","This is a great teacher... Do NOT listen to DUMB IS ppl. well, IS guys are complaining cuz this guy is an engineer and he teaches as an engineer. But for CMPE or CMSC, this guy is great.","0.661735659583978","pos","","","","","","","","","","","","","","","","","","","","","",""
"Green, Frank","4.5","1.0","CMPE486","great teacher. brings a lot of real world material to the class. very knowledgible person in IS,CMSC arena. He speaks too fast so sometimes its hard to understand what he says. His grading is very fair and questions are straight from his slides. DO ANSWER CHECKPOINT QUESTIONS !!!! AND POP QUIZES coz that can decide whather u get a C or A","0.647048732460633","pos","","","","","","","","","","","","","","","","","","","","","",""
"Green, Frank","4.5","1.0","CMPE486","This is one of the easiest CMPE courses you will ever take. It's a class about cell phones, so it's interesting. He's quite possibly the funniest CMPE professor, and he's normally a IFSM professor, so the exams are really easy. He pulls the exact same questions from slides and puts them on exams. Memorization is a key.","0.851823226301198","pos","","","","","","","","","","","","","","","","","","","","","",""
"Kalpakis, Konstantinos","4.0","4.0","CMSC421","One of my favorite lecturers at UMBC. He'll explain something as many times as necessary until you understand, and he's always ready to help you after class or during office hours. Tests are incredibly difficult. You can't do well without closely reading the book and attending class. Luckily he'll curve generously if you show effort or interest.","0.743646750133391","pos","","","","","","","","","","","","","","","","","","","","","",""
"Kalpakis, Konstantinos","4.0","3.0","CMSC661","Class required work, project was difficult and there were issues with the project architecture as put together by the TA. But professor was understanding and helpful. Tests closely followed homework, if you do it and review it, you should expect a good grade. Is a very animated teacher, very interested in subject. Felt I learned a lot.","0.663094865085328","pos","","","","","","","","","","","","","","","","","","","","","",""
"Kalpakis, Konstantinos","2.0","5.0","CMSC421","Others say he is a great professor -- I have to disagree. Yes, he is engaging as a lecturer, but he is a very unfair prof. Tests are multiple choice which doesn't make sense for this subject. Questions on tests had multiple right answers, which was not revealed until later. I'd avoid taking him, even though he's a good lecturer.","0.756853920652757","pos","","","","","","","","","","","","","","","","","","","","","",""
"Kalpakis, Konstantinos","4.5","5.0","CMSC421","Great Professor! You will learn tons of interesting things. He will make your programming HWs be like projects and your projects will take you days, but you will say thank you in the end. I think all classes should be taught like this. If you have a little extra time during your semester take it with Kalpakis.","0.733432721058639","pos","","","","","","","","","","","","","","","","","","","","","",""
"Kalpakis, Konstantinos","4.5","4.0","CMSC441","Overrated in both difficulty and approachability. Expects no more from you than many other profs. If you're a CMPE or MATH major, you won't flinch over workload. Also seems a bit bipolar: sometimes very friendly + engaging, but other times very cold + impatient. Never replies to emails. lol. Lectures are definitely top notch though: A+++ there.","0.54192522093558","pos","","","","","","","","","","","","","","","","","","","","","",""
"Katz, Henry","2.0","2.0","CMSC100","Just read the book. You'll be straight.","0.646258341260903","pos","","","","","","","","","","","","","","","","","","","","","",""
"Katz, Henry","1.5","2.0","CMSC104","Katz just reads the power point slides and that's it! i changed my major becasue of him! but the classs is easy overall. he gives you a master list for each exams! the final is very easy!! ( but don't really count on him to help you a lot! READ THE BOOK!!!!!)","0.762784619466927","pos","","","","","","","","","","","","","","","","","","","","","",""
"Katz, Henry","2.0","1.0","CMSC104","Easy class. Bad attitude. Did he even read the term papers&#63; Ask him a question and he doesn't comprehend why you don't already know the answer. Doesn't seem to want to be teaching.","0.515141313010139","pos","","","","","","","","","","","","","","","","","","","","","",""
"Lupoli, Shawn","4.0","3.0","CMSC433","This class is basically a web development course. You learn HTML, CSS, PHP, SQL, Javascript and Bash. Every class is a graded lab based on the reading, with an online quiz. You will be in a group for labs and 2 group projects. It can be a lot of work to keep up with, but you learn a lot and it's good for your resume. Grading is lenient in the end.","0.712790079491454","pos","","","","","","","","","","","","","","","","","","","","","",""
"Lupoli, Shawn","3.5","4.0","CMSC331","Best CS professor at UMBC. Not easy, but fair. You will know your stuff after a class with Lupoli, that is if you put in the effort. Better yet, the stuff you will know actually matters and will get you hired because of it. Tests are hard, study for them.","0.72575766006487","pos","","","","","","","","","","","","","","","","","","","","","",""
"Lupoli, Shawn","3.0","3.0","CMSC331","I thoroughly enjoyed Mr. Lupoli's humor in class and I think he is a great lecture-er. Class was tough but I sure learned a lot. His exams are fair to what he asks of you to study. His final was really hard but I got a 99, and he gives a lot of partial credit as long as you explained the process. I love a teacher that you can sass back!","0.846837830910671","pos","","","","","","","","","","","","","","","","","","","","","",""
